i,c,id,s,f
Montana Health CO-OP,Golden Valley County,"Golden Valley, MT",MT,30037
Blue Cross and Blue Shield of Montana,Golden Valley County,"Golden Valley, MT",MT,30037
PacificSource Health Plans,Golden Valley County,"Golden Valley, MT",MT,30037
PacificSource Health Plans,Granite County,"Granite, MT",MT,30039
Blue Cross and Blue Shield of Montana,Granite County,"Granite, MT",MT,30039
Montana Health CO-OP,Granite County,"Granite, MT",MT,30039
PacificSource Health Plans,Hill County,"Hill, MT",MT,30041
Blue Cross and Blue Shield of Montana,Hill County,"Hill, MT",MT,30041
Montana Health CO-OP,Hill County,"Hill, MT",MT,30041
PacificSource Health Plans,Jefferson County,"Jefferson, MT",MT,30043
Blue Cross and Blue Shield of Montana,Jefferson County,"Jefferson, MT",MT,30043
Montana Health CO-OP,Jefferson County,"Jefferson, MT",MT,30043
PacificSource Health Plans,Judith Basin County,"Judith Basin, MT",MT,30045
Montana Health CO-OP,Judith Basin County,"Judith Basin, MT",MT,30045
Blue Cross and Blue Shield of Montana,Judith Basin County,"Judith Basin, MT",MT,30045
Montana Health CO-OP,Lake County,"Lake, MT",MT,30047
PacificSource Health Plans,Lake County,"Lake, MT",MT,30047
Blue Cross and Blue Shield of Montana,Lake County,"Lake, MT",MT,30047
PacificSource Health Plans,Lewis and Clark County,"Lewis and Clark, MT",MT,30049
Montana Health CO-OP,Lewis and Clark County,"Lewis and Clark, MT",MT,30049
Blue Cross and Blue Shield of Montana,Lewis and Clark County,"Lewis and Clark, MT",MT,30049
Montana Health CO-OP,Liberty County,"Liberty, MT",MT,30051
Blue Cross and Blue Shield of Montana,Liberty County,"Liberty, MT",MT,30051
PacificSource Health Plans,Liberty County,"Liberty, MT",MT,30051
Blue Cross and Blue Shield of Montana,Lincoln County,"Lincoln, MT",MT,30053
PacificSource Health Plans,Lincoln County,"Lincoln, MT",MT,30053
Montana Health CO-OP,Lincoln County,"Lincoln, MT",MT,30053
Blue Cross and Blue Shield of Montana,McCone County,"McCone, MT",MT,30055
PacificSource Health Plans,McCone County,"McCone, MT",MT,30055
Montana Health CO-OP,McCone County,"McCone, MT",MT,30055
PacificSource Health Plans,Madison County,"Madison, MT",MT,30057
Blue Cross and Blue Shield of Montana,Madison County,"Madison, MT",MT,30057
Montana Health CO-OP,Madison County,"Madison, MT",MT,30057
Montana Health CO-OP,Meagher County,"Meagher, MT",MT,30059
PacificSource Health Plans,Meagher County,"Meagher, MT",MT,30059
Blue Cross and Blue Shield of Montana,Meagher County,"Meagher, MT",MT,30059
PacificSource Health Plans,Mineral County,"Mineral, MT",MT,30061
Blue Cross and Blue Shield of Montana,Mineral County,"Mineral, MT",MT,30061
Montana Health CO-OP,Mineral County,"Mineral, MT",MT,30061
Blue Cross and Blue Shield of Montana,Missoula County,"Missoula, MT",MT,30063
PacificSource Health Plans,Missoula County,"Missoula, MT",MT,30063
Montana Health CO-OP,Missoula County,"Missoula, MT",MT,30063
PacificSource Health Plans,Musselshell County,"Musselshell, MT",MT,30065
Blue Cross and Blue Shield of Montana,Musselshell County,"Musselshell, MT",MT,30065
Montana Health CO-OP,Musselshell County,"Musselshell, MT",MT,30065
Blue Cross and Blue Shield of Montana,Park County,"Park, MT",MT,30067
PacificSource Health Plans,Park County,"Park, MT",MT,30067
Montana Health CO-OP,Park County,"Park, MT",MT,30067
Blue Cross and Blue Shield of Montana,Petroleum County,"Petroleum, MT",MT,30069
PacificSource Health Plans,Petroleum County,"Petroleum, MT",MT,30069
Montana Health CO-OP,Petroleum County,"Petroleum, MT",MT,30069
Montana Health CO-OP,Phillips County,"Phillips, MT",MT,30071
Blue Cross and Blue Shield of Montana,Phillips County,"Phillips, MT",MT,30071
PacificSource Health Plans,Phillips County,"Phillips, MT",MT,30071
Montana Health CO-OP,Pondera County,"Pondera, MT",MT,30073
Blue Cross and Blue Shield of Montana,Pondera County,"Pondera, MT",MT,30073
PacificSource Health Plans,Pondera County,"Pondera, MT",MT,30073
Montana Health CO-OP,Powder River County,"Powder River, MT",MT,30075
PacificSource Health Plans,Powder River County,"Powder River, MT",MT,30075
Blue Cross and Blue Shield of Montana,Powder River County,"Powder River, MT",MT,30075
Montana Health CO-OP,Powell County,"Powell, MT",MT,30077
PacificSource Health Plans,Powell County,"Powell, MT",MT,30077
Blue Cross and Blue Shield of Montana,Powell County,"Powell, MT",MT,30077
Blue Cross and Blue Shield of Montana,Prairie County,"Prairie, MT",MT,30079
PacificSource Health Plans,Prairie County,"Prairie, MT",MT,30079
Montana Health CO-OP,Prairie County,"Prairie, MT",MT,30079
Blue Cross and Blue Shield of Montana,Ravalli County,"Ravalli, MT",MT,30081
PacificSource Health Plans,Ravalli County,"Ravalli, MT",MT,30081
Montana Health CO-OP,Ravalli County,"Ravalli, MT",MT,30081
PacificSource Health Plans,Richland County,"Richland, MT",MT,30083
Blue Cross and Blue Shield of Montana,Richland County,"Richland, MT",MT,30083
Montana Health CO-OP,Richland County,"Richland, MT",MT,30083
PacificSource Health Plans,Roosevelt County,"Roosevelt, MT",MT,30085
Blue Cross and Blue Shield of Montana,Roosevelt County,"Roosevelt, MT",MT,30085
Montana Health CO-OP,Roosevelt County,"Roosevelt, MT",MT,30085
PacificSource Health Plans,Rosebud County,"Rosebud, MT",MT,30087
Blue Cross and Blue Shield of Montana,Rosebud County,"Rosebud, MT",MT,30087
Montana Health CO-OP,Rosebud County,"Rosebud, MT",MT,30087
Montana Health CO-OP,Sanders County,"Sanders, MT",MT,30089
Blue Cross and Blue Shield of Montana,Sanders County,"Sanders, MT",MT,30089
PacificSource Health Plans,Sanders County,"Sanders, MT",MT,30089
Blue Cross and Blue Shield of Montana,Sheridan County,"Sheridan, MT",MT,30091
PacificSource Health Plans,Sheridan County,"Sheridan, MT",MT,30091
Montana Health CO-OP,Sheridan County,"Sheridan, MT",MT,30091
Blue Cross and Blue Shield of Montana,Silver Bow County,"Silver Bow, MT",MT,30093
PacificSource Health Plans,Silver Bow County,"Silver Bow, MT",MT,30093
Montana Health CO-OP,Silver Bow County,"Silver Bow, MT",MT,30093
Montana Health CO-OP,Stillwater County,"Stillwater, MT",MT,30095
PacificSource Health Plans,Stillwater County,"Stillwater, MT",MT,30095
Blue Cross and Blue Shield of Montana,Stillwater County,"Stillwater, MT",MT,30095
Blue Cross and Blue Shield of Montana,Sweet Grass County,"Sweet Grass, MT",MT,30097
Montana Health CO-OP,Sweet Grass County,"Sweet Grass, MT",MT,30097
PacificSource Health Plans,Sweet Grass County,"Sweet Grass, MT",MT,30097
Blue Cross and Blue Shield of Montana,Teton County,"Teton, MT",MT,30099
PacificSource Health Plans,Teton County,"Teton, MT",MT,30099
Montana Health CO-OP,Teton County,"Teton, MT",MT,30099
PacificSource Health Plans,Toole County,"Toole, MT",MT,30101
Montana Health CO-OP,Toole County,"Toole, MT",MT,30101
Blue Cross and Blue Shield of Montana,Toole County,"Toole, MT",MT,30101
PacificSource Health Plans,Treasure County,"Treasure, MT",MT,30103
Blue Cross and Blue Shield of Montana,Treasure County,"Treasure, MT",MT,30103
Montana Health CO-OP,Treasure County,"Treasure, MT",MT,30103
PacificSource Health Plans,Valley County,"Valley, MT",MT,30105
Blue Cross and Blue Shield of Montana,Valley County,"Valley, MT",MT,30105
Montana Health CO-OP,Valley County,"Valley, MT",MT,30105
Blue Cross and Blue Shield of Montana,Wheatland County,"Wheatland, MT",MT,30107
Montana Health CO-OP,Wheatland County,"Wheatland, MT",MT,30107
PacificSource Health Plans,Wheatland County,"Wheatland, MT",MT,30107
PacificSource Health Plans,Wibaux County,"Wibaux, MT",MT,30109
Blue Cross and Blue Shield of Montana,Wibaux County,"Wibaux, MT",MT,30109
Montana Health CO-OP,Wibaux County,"Wibaux, MT",MT,30109
PacificSource Health Plans,Yellowstone County,"Yellowstone, MT",MT,30111
Montana Health CO-OP,Yellowstone County,"Yellowstone, MT",MT,30111
Blue Cross and Blue Shield of Montana,Yellowstone County,"Yellowstone, MT",MT,30111
Blue Cross and Blue Shield of Nebraska,Adams County,"Adams, NE",NE,31001
Coventry Health Care of Nebraska Inc.,Adams County,"Adams, NE",NE,31001
Blue Cross and Blue Shield of Nebraska,Antelope County,"Antelope, NE",NE,31003
Coventry Health Care of Nebraska Inc.,Antelope County,"Antelope, NE",NE,31003
Coventry Health Care of Nebraska Inc.,Arthur County,"Arthur, NE",NE,31005
Blue Cross and Blue Shield of Nebraska,Arthur County,"Arthur, NE",NE,31005
Coventry Health Care of Nebraska Inc.,Banner County,"Banner, NE",NE,31007
Blue Cross and Blue Shield of Nebraska,Banner County,"Banner, NE",NE,31007
Blue Cross and Blue Shield of Nebraska,Blaine County,"Blaine, NE",NE,31009
Coventry Health Care of Nebraska Inc.,Blaine County,"Blaine, NE",NE,31009
Coventry Health Care of Nebraska Inc.,Boone County,"Boone, NE",NE,31011
Blue Cross and Blue Shield of Nebraska,Boone County,"Boone, NE",NE,31011
Coventry Health Care of Nebraska Inc.,Box Butte County,"Box Butte, NE",NE,31013
Blue Cross and Blue Shield of Nebraska,Box Butte County,"Box Butte, NE",NE,31013
Blue Cross and Blue Shield of Nebraska,Boyd County,"Boyd, NE",NE,31015
Coventry Health Care of Nebraska Inc.,Boyd County,"Boyd, NE",NE,31015
Coventry Health Care of Nebraska Inc.,Brown County,"Brown, NE",NE,31017
Blue Cross and Blue Shield of Nebraska,Brown County,"Brown, NE",NE,31017
Coventry Health Care of Nebraska Inc.,Buffalo County,"Buffalo, NE",NE,31019
Blue Cross and Blue Shield of Nebraska,Buffalo County,"Buffalo, NE",NE,31019
Coventry Health Care of Nebraska Inc.,Burt County,"Burt, NE",NE,31021
Blue Cross and Blue Shield of Nebraska,Burt County,"Burt, NE",NE,31021
Blue Cross and Blue Shield of Nebraska,Butler County,"Butler, NE",NE,31023
Coventry Health Care of Nebraska Inc.,Butler County,"Butler, NE",NE,31023
Blue Cross and Blue Shield of Nebraska,Cass County,"Cass, NE",NE,31025
Coventry Health Care of Nebraska Inc.,Cass County,"Cass, NE",NE,31025
Blue Cross and Blue Shield of Nebraska,Cedar County,"Cedar, NE",NE,31027
Coventry Health Care of Nebraska Inc.,Cedar County,"Cedar, NE",NE,31027
Blue Cross and Blue Shield of Nebraska,Chase County,"Chase, NE",NE,31029
Coventry Health Care of Nebraska Inc.,Chase County,"Chase, NE",NE,31029
Coventry Health Care of Nebraska Inc.,Cherry County,"Cherry, NE",NE,31031
Blue Cross and Blue Shield of Nebraska,Cherry County,"Cherry, NE",NE,31031
Blue Cross and Blue Shield of Nebraska,Cheyenne County,"Cheyenne, NE",NE,31033
Coventry Health Care of Nebraska Inc.,Cheyenne County,"Cheyenne, NE",NE,31033
Coventry Health Care of Nebraska Inc.,Clay County,"Clay, NE",NE,31035
Blue Cross and Blue Shield of Nebraska,Clay County,"Clay, NE",NE,31035
Blue Cross and Blue Shield of Nebraska,Colfax County,"Colfax, NE",NE,31037
Coventry Health Care of Nebraska Inc.,Colfax County,"Colfax, NE",NE,31037
Coventry Health Care of Nebraska Inc.,Cuming County,"Cuming, NE",NE,31039
Blue Cross and Blue Shield of Nebraska,Cuming County,"Cuming, NE",NE,31039
Coventry Health Care of Nebraska Inc.,Custer County,"Custer, NE",NE,31041
Blue Cross and Blue Shield of Nebraska,Custer County,"Custer, NE",NE,31041
Blue Cross and Blue Shield of Nebraska,Dakota County,"Dakota, NE",NE,31043
Coventry Health Care of Nebraska Inc.,Dakota County,"Dakota, NE",NE,31043
Blue Cross and Blue Shield of Nebraska,Dawes County,"Dawes, NE",NE,31045
Coventry Health Care of Nebraska Inc.,Dawes County,"Dawes, NE",NE,31045
Coventry Health Care of Nebraska Inc.,Dawson County,"Dawson, NE",NE,31047
Blue Cross and Blue Shield of Nebraska,Dawson County,"Dawson, NE",NE,31047
Coventry Health Care of Nebraska Inc.,Deuel County,"Deuel, NE",NE,31049
Blue Cross and Blue Shield of Nebraska,Deuel County,"Deuel, NE",NE,31049
Coventry Health Care of Nebraska Inc.,Dixon County,"Dixon, NE",NE,31051
Blue Cross and Blue Shield of Nebraska,Dixon County,"Dixon, NE",NE,31051
Coventry Health Care of Nebraska Inc.,Dodge County,"Dodge, NE",NE,31053
Blue Cross and Blue Shield of Nebraska,Dodge County,"Dodge, NE",NE,31053
Blue Cross and Blue Shield of Nebraska,Douglas County,"Douglas, NE",NE,31055
Coventry Health Care of Nebraska Inc.,Douglas County,"Douglas, NE",NE,31055
Blue Cross and Blue Shield of Nebraska,Dundy County,"Dundy, NE",NE,31057
Coventry Health Care of Nebraska Inc.,Dundy County,"Dundy, NE",NE,31057
Blue Cross and Blue Shield of Nebraska,Fillmore County,"Fillmore, NE",NE,31059
Coventry Health Care of Nebraska Inc.,Fillmore County,"Fillmore, NE",NE,31059
Coventry Health Care of Nebraska Inc.,Franklin County,"Franklin, NE",NE,31061
Blue Cross and Blue Shield of Nebraska,Franklin County,"Franklin, NE",NE,31061
Blue Cross and Blue Shield of Nebraska,Frontier County,"Frontier, NE",NE,31063
Coventry Health Care of Nebraska Inc.,Frontier County,"Frontier, NE",NE,31063
Blue Cross and Blue Shield of Nebraska,Furnas County,"Furnas, NE",NE,31065
Coventry Health Care of Nebraska Inc.,Furnas County,"Furnas, NE",NE,31065
Coventry Health Care of Nebraska Inc.,Gage County,"Gage, NE",NE,31067
Blue Cross and Blue Shield of Nebraska,Gage County,"Gage, NE",NE,31067
Blue Cross and Blue Shield of Nebraska,Garden County,"Garden, NE",NE,31069
Coventry Health Care of Nebraska Inc.,Garden County,"Garden, NE",NE,31069
Blue Cross and Blue Shield of Nebraska,Garfield County,"Garfield, NE",NE,31071
Coventry Health Care of Nebraska Inc.,Garfield County,"Garfield, NE",NE,31071
Coventry Health Care of Nebraska Inc.,Gosper County,"Gosper, NE",NE,31073
Blue Cross and Blue Shield of Nebraska,Gosper County,"Gosper, NE",NE,31073
Coventry Health Care of Nebraska Inc.,Grant County,"Grant, NE",NE,31075
Blue Cross and Blue Shield of Nebraska,Grant County,"Grant, NE",NE,31075
Blue Cross and Blue Shield of Nebraska,Greeley County,"Greeley, NE",NE,31077
Coventry Health Care of Nebraska Inc.,Greeley County,"Greeley, NE",NE,31077
Blue Cross and Blue Shield of Nebraska,Hall County,"Hall, NE",NE,31079
Coventry Health Care of Nebraska Inc.,Hall County,"Hall, NE",NE,31079
Blue Cross and Blue Shield of Nebraska,Hamilton County,"Hamilton, NE",NE,31081
Coventry Health Care of Nebraska Inc.,Hamilton County,"Hamilton, NE",NE,31081
Coventry Health Care of Nebraska Inc.,Harlan County,"Harlan, NE",NE,31083
Blue Cross and Blue Shield of Nebraska,Harlan County,"Harlan, NE",NE,31083
Blue Cross and Blue Shield of Nebraska,Hayes County,"Hayes, NE",NE,31085
Coventry Health Care of Nebraska Inc.,Hayes County,"Hayes, NE",NE,31085
Coventry Health Care of Nebraska Inc.,Hitchcock County,"Hitchcock, NE",NE,31087
Blue Cross and Blue Shield of Nebraska,Hitchcock County,"Hitchcock, NE",NE,31087
Blue Cross and Blue Shield of Nebraska,Holt County,"Holt, NE",NE,31089
Coventry Health Care of Nebraska Inc.,Holt County,"Holt, NE",NE,31089
Blue Cross and Blue Shield of Nebraska,Hooker County,"Hooker, NE",NE,31091
Coventry Health Care of Nebraska Inc.,Hooker County,"Hooker, NE",NE,31091
Coventry Health Care of Nebraska Inc.,Howard County,"Howard, NE",NE,31093
Blue Cross and Blue Shield of Nebraska,Howard County,"Howard, NE",NE,31093
Coventry Health Care of Nebraska Inc.,Jefferson County,"Jefferson, NE",NE,31095
Blue Cross and Blue Shield of Nebraska,Jefferson County,"Jefferson, NE",NE,31095
Coventry Health Care of Nebraska Inc.,Johnson County,"Johnson, NE",NE,31097
Blue Cross and Blue Shield of Nebraska,Johnson County,"Johnson, NE",NE,31097
Coventry Health Care of Nebraska Inc.,Kearney County,"Kearney, NE",NE,31099
Blue Cross and Blue Shield of Nebraska,Kearney County,"Kearney, NE",NE,31099
Blue Cross and Blue Shield of Nebraska,Keith County,"Keith, NE",NE,31101
Coventry Health Care of Nebraska Inc.,Keith County,"Keith, NE",NE,31101
Coventry Health Care of Nebraska Inc.,Keya Paha County,"Keya Paha, NE",NE,31103
Blue Cross and Blue Shield of Nebraska,Keya Paha County,"Keya Paha, NE",NE,31103
Blue Cross and Blue Shield of Nebraska,Kimball County,"Kimball, NE",NE,31105
Coventry Health Care of Nebraska Inc.,Kimball County,"Kimball, NE",NE,31105
Blue Cross and Blue Shield of Nebraska,Knox County,"Knox, NE",NE,31107
Blue Cross and Blue Shield of Nebraska,Lancaster County,"Lancaster, NE",NE,31109
Coventry Health Care of Nebraska Inc.,Lancaster County,"Lancaster, NE",NE,31109
Coventry Health Care of Nebraska Inc.,Lincoln County,"Lincoln, NE",NE,31111
Blue Cross and Blue Shield of Nebraska,Lincoln County,"Lincoln, NE",NE,31111
Blue Cross and Blue Shield of Nebraska,Logan County,"Logan, NE",NE,31113
Coventry Health Care of Nebraska Inc.,Logan County,"Logan, NE",NE,31113
Coventry Health Care of Nebraska Inc.,Loup County,"Loup, NE",NE,31115
Blue Cross and Blue Shield of Nebraska,Loup County,"Loup, NE",NE,31115
Blue Cross and Blue Shield of Nebraska,McPherson County,"McPherson, NE",NE,31117
Coventry Health Care of Nebraska Inc.,McPherson County,"McPherson, NE",NE,31117
Blue Cross and Blue Shield of Nebraska,Madison County,"Madison, NE",NE,31119
Coventry Health Care of Nebraska Inc.,Madison County,"Madison, NE",NE,31119
Coventry Health Care of Nebraska Inc.,Merrick County,"Merrick, NE",NE,31121
Blue Cross and Blue Shield of Nebraska,Merrick County,"Merrick, NE",NE,31121
Blue Cross and Blue Shield of Nebraska,Morrill County,"Morrill, NE",NE,31123
Coventry Health Care of Nebraska Inc.,Morrill County,"Morrill, NE",NE,31123
Blue Cross and Blue Shield of Nebraska,Nance County,"Nance, NE",NE,31125
Coventry Health Care of Nebraska Inc.,Nance County,"Nance, NE",NE,31125
Coventry Health Care of Nebraska Inc.,Nemaha County,"Nemaha, NE",NE,31127
Blue Cross and Blue Shield of Nebraska,Nemaha County,"Nemaha, NE",NE,31127
Blue Cross and Blue Shield of Nebraska,Nuckolls County,"Nuckolls, NE",NE,31129
Coventry Health Care of Nebraska Inc.,Nuckolls County,"Nuckolls, NE",NE,31129
Coventry Health Care of Nebraska Inc.,Otoe County,"Otoe, NE",NE,31131
Blue Cross and Blue Shield of Nebraska,Otoe County,"Otoe, NE",NE,31131
Coventry Health Care of Nebraska Inc.,Pawnee County,"Pawnee, NE",NE,31133
Blue Cross and Blue Shield of Nebraska,Pawnee County,"Pawnee, NE",NE,31133
Coventry Health Care of Nebraska Inc.,Perkins County,"Perkins, NE",NE,31135
Blue Cross and Blue Shield of Nebraska,Perkins County,"Perkins, NE",NE,31135
Blue Cross and Blue Shield of Nebraska,Phelps County,"Phelps, NE",NE,31137
Coventry Health Care of Nebraska Inc.,Phelps County,"Phelps, NE",NE,31137
