County,Number of Issuers,Issuers
"Gage, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"St. John the Baptist, LA",4,"['HMO Louisiana', 'Blue Cross Blue Shield of Louisiana', 'UnitedHealthcare', 'Vantage Health Plan']"
"Decatur, IA",1,['Coventry Health Care of Iowa Inc.']
"Garfield, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Fannin, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Alliant Health Plans', 'UnitedHealthcare']"
"Baker, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Coventry Health Care of Georgia, Inc.', 'UnitedHealthcare']"
"Clarke, GA",4,"['Ambetter from Peach State Health Plan', 'Humana, Inc.', 'UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Clark, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Lebanon, PA",7,"['Geisinger Health Plan', 'Highmark Health Insurance Company', 'Highmark Inc.', 'Geisinger Choice', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Capital BlueCross', 'HealthAmerica Pennsylvania, Inc.']"
"Carter, TN",1,['BlueCross BlueShield of Tennessee']
"Cass, MO",3,"['Blue Cross and Blue Shield of Kansas City', 'Humana, Inc.', 'Coventry Health and Life']"
"Cass, MI",3,"['Priority Health', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan']"
"Holt, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Henry, VA",3,"['HealthKeepers, Inc.', 'Optima Health', 'Coventry Health Care of Virginia, Inc']"
"Alcona, MI",5,"['McLaren Health Plan', 'Blue Cross Blue Shield of Michigan', 'Priority Health', 'Blue Care Network of Michigan', 'Consumers Mutual Insurance of Michigan']"
"Carson, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Piscataquis, ME",3,"['Harvard Pilgrim  Health Care Inc.', 'Anthem Blue Cross and Blue Shield', 'Maine Community Health Options']"
"Pike, IN",2,"['Anthem Blue Cross and Blue Shield', 'UnitedHealthcare']"
"Sac, IA",1,['Coventry Health Care of Iowa Inc.']
"Union, SC",3,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan']"
"Union, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Jasper, SC",3,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan""]"
"Guadalupe, TX",4,"['UnitedHealthcare', 'Aetna', 'Blue Cross and Blue Shield of Texas', 'CommunityFirst']"
"Brown, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Chippewa, WI",2,"['Security Health Plan', 'Health Tradition Health Plan']"
"Clayton, IA",2,"['Gundersen Health Plan, Inc.', 'Coventry Health Care of Iowa Inc.']"
"Greenlee, AZ",7,"['MERITUS MUTUAL HEALTH PARTNERS', 'Cigna Healthcare', 'United Health One', 'University of Arizona Health Plans - University Healthcare Marketplace', 'Blue Cross Blue Shield of Arizona, Inc.', 'Aetna', 'Health Net']"
"Anderson, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Wasco, OR",7,"['BridgeSpan Health Company', ""Oregon's Health CO-OP"", 'LifeWise Health Plan of Oregon', 'PacificSource Health Plans', 'Health Republic', 'Moda Health Plan, Inc.', 'Providence Health Plan']"
"Desha, AR",4,"['Ambetter of Arkansas', 'QC Life and Health', 'Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Johnson, IN",5,"['MDwise Marketplace', 'Ambetter from MHS', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'CareSource']"
"Seneca, OH",5,"['Paramount Insurance Company', 'MedMutual', 'HealthSpan', 'Anthem Blue Cross and Blue Shield', 'InHealth Mutual']"
"Pickett, TN",1,['BlueCross BlueShield of Tennessee']
"York, SC",4,"['BlueChoice HealthPlan', ""Consumers' Choice Health Plan"", 'Coventry Health Care of the Carolinas, Inc.', 'BlueCross BlueShield of South Carolina']"
"Franklin, LA",3,"['Vantage Health Plan', 'UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana']"
"Tift, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Bertie, NC",1,['Blue Cross and Blue Shield of NC']
"Black Hawk, IA",1,['Coventry Health Care of Iowa Inc.']
"La Salle, LA",3,"['UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan']"
"Montgomery, OH",9,"['Anthem Blue Cross and Blue Shield', 'Molina Marketplace', 'InHealth Mutual', 'MedMutual', 'CareSource', 'HealthSpan', 'Premier Health Plan', 'Humana, Inc.', 'Ambetter from Buckeye Health Plan']"
"Juneau City and, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health']"
"Lander, NV",2,"['Nevada Health CO-OP', 'HMO Colorado Inc dba HMO NV(Anthem BCBS)']"
"Walker, GA",3,"['Alliant Health Plans', 'UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Huntingdon, PA",6,"['Highmark Inc.', 'Geisinger Choice', 'Geisinger Health Plan', 'UPMC Health Options, Inc.', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Health Insurance Company']"
"Allegheny, PA",5,"['UnitedHealthcare', 'Highmark Inc.', 'UPMC Health Options, Inc.', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Health Insurance Company']"
"DeKalb, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Whiteside, IL",4,"['Coventry Health Care', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Wayne, OH",6,"['HealthSpan Integrated Care', 'SummaCare Inc', 'InHealth Mutual', 'MedMutual', 'CareSource', 'Anthem Blue Cross and Blue Shield']"
"McHenry, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica', 'Sanford Health Plan']"
"Hyde, NC",1,['Blue Cross and Blue Shield of NC']
"Stephens, GA",3,"['Alliant Health Plans', 'UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Guernsey, OH",3,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'InHealth Mutual']"
"Palo Alto, IA",1,['Coventry Health Care of Iowa Inc.']
"Barnes, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica']"
"Whitley, IN",4,"['Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'PHP', 'Ambetter from MHS']"
"Valencia, NM",5,"['Blue Cross and Blue Shield of New Mexico', 'Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections', 'CHRISTUS Health Plan NM']"
"Brantley, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Humana, Inc.', 'UnitedHealthcare']"
"Kendall, TX",3,"['Aetna', 'Blue Cross and Blue Shield of Texas', 'Ambetter from Superior Health Plan']"
"Jim Wells, TX",2,"['Blue Cross and Blue Shield of Texas', 'Humana, Inc.']"
"Galax city, VA",3,"['Aetna Life Insurance Company', 'HealthKeepers, Inc.', 'Optima Health']"
"Skagway, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health']"
"Hampshire, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Colbert, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Sioux, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Suffolk city, VA",2,"['Optima Health', 'HealthKeepers, Inc.']"
"Harrison, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Lincoln, MO",3,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield', 'Cigna Healthcare']"
"Haywood, TN",3,"['BlueCross BlueShield of Tennessee', 'Cigna Healthcare', 'Humana, Inc.']"
"Douglas, WI",2,"['Medica', 'Security Health Plan']"
"Troup, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Humana, Inc.']"
"Lincoln, ME",3,"['Maine Community Health Options', 'Anthem Blue Cross and Blue Shield', 'Harvard Pilgrim  Health Care Inc.']"
"Boone, AR",4,"['Ambetter of Arkansas', 'QC Life and Health', 'QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Juneau, WI",7,"['Security Health Plan', 'Health Tradition Health Plan', 'Dean Health Plan', 'Group Health Cooperative- SCW', 'Gundersen Health Plan, Inc.', 'Unity Health Insurance', 'UnitedHealthcare']"
"Morton, KS",3,"['Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Polk, AR",4,"['Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield', 'QC Life and Health', 'QualChoice Health Insurance']"
"Lincoln, MS",2,"['Humana, Inc.', 'UnitedHealthcare']"
"Lincoln, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health CO-OP']"
"Harrison, MS",1,['Ambetter from Magnolia Health']
"Hamilton, OH",10,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'HealthSpan', 'InHealth Mutual', 'UnitedHealthcare', 'CareSource', 'Aetna', 'Ambetter from Buckeye Health Plan', 'Molina Marketplace', 'Humana, Inc.']"
"Lyon, IA",2,"['Coventry Health Care of Iowa Inc.', 'Avera Health Plans, Inc.']"
"St. Bernard, LA",4,"['Blue Cross Blue Shield of Louisiana', 'UnitedHealthcare', 'HMO Louisiana', 'Vantage Health Plan']"
"Yuma, AZ",7,"['United Health One', 'Health Net', 'Cigna Healthcare', 'Blue Cross Blue Shield of Arizona, Inc.', 'MERITUS MUTUAL HEALTH PARTNERS', 'University of Arizona Health Plans - University Healthcare Marketplace', 'Aetna']"
"Cherokee, SC",3,"['BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Venango, PA",5,"['UPMC Health Options, Inc.', 'Highmark Inc.', 'UnitedHealthcare', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Health Insurance Company']"
"Kleberg, TX",2,"['Blue Cross and Blue Shield of Texas', 'Humana, Inc.']"
"Graham, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Loup, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Gates, NC",1,['Blue Cross and Blue Shield of NC']
"Anchorage, AK",2,"['Moda Health', 'Premera Blue Cross Blue Shield of Alaska']"
"Prairie, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health CO-OP']"
"Newton, MO",3,"['Anthem Blue Cross and Blue Shield', 'Humana, Inc.', 'Coventry Health and Life']"
"Putnam, OH",5,"['MedMutual', 'HealthSpan', 'Anthem Blue Cross and Blue Shield', 'Paramount Insurance Company', 'InHealth Mutual']"
"Newton, MS",2,"['UnitedHealthcare', 'Ambetter from Magnolia Health']"
"Uintah, UT",4,"['SelectHealth', 'Arches Health Plan', 'Altius Health Plans Inc.', 'BridgeSpan Health Company']"
"Shelby, OH",5,"['Anthem Blue Cross and Blue Shield', 'MedMutual', 'HealthSpan', 'Premier Health Plan', 'InHealth Mutual']"
"Okeechobee, FL",3,"['UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Richland, OH",4,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'InHealth Mutual', 'Paramount Insurance Company']"
"Jefferson, AR",4,"['Arkansas Blue Cross and Blue Shield', 'QC Life and Health', 'Ambetter of Arkansas', 'QualChoice Health Insurance']"
"Wilson, TX",2,"['Blue Cross and Blue Shield of Texas', 'Aetna']"
"Fairfax city, VA",4,"['Kaiser Permanente', 'Innovation Health Insurance Company', 'CareFirst BlueCross BlueShield', 'CareFirst BlueChoice']"
"Jefferson, AL",3,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare', 'Humana, Inc.']"
"Shenandoah, VA",2,"['HealthKeepers, Inc.', 'Optima Health']"
"Calhoun, MS",2,"['UnitedHealthcare', 'Ambetter from Magnolia Health']"
"Des Moines, IA",1,['Coventry Health Care of Iowa Inc.']
"Tyler, TX",2,"['Blue Cross and Blue Shield of Texas', 'Aetna']"
"Allen, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Walworth, SD",3,"['Sanford Health Plan', 'Avera Health Plans, Inc.', 'DAKOTACARE']"
"Attala, MS",2,"['Humana, Inc.', 'UnitedHealthcare']"
"Morgan, TN",2,"['BlueCross BlueShield of Tennessee', 'Humana, Inc.']"
"Custer, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health CO-OP']"
"Prince William, VA",4,"['CareFirst BlueCross BlueShield', 'Kaiser Permanente', 'HealthKeepers, Inc.', 'CareFirst BlueChoice']"
"Galveston, TX",5,"['Community Health Choice', 'Aetna', 'Blue Cross and Blue Shield of Texas', 'UnitedHealthcare', 'Cigna Healthcare']"
"Chowan, NC",1,['Blue Cross and Blue Shield of NC']
"Sagadahoc, ME",3,"['Maine Community Health Options', 'Harvard Pilgrim  Health Care Inc.', 'Anthem Blue Cross and Blue Shield']"
"Union, AR",4,"['Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance', 'QC Life and Health']"
"Clarke, VA",2,"['Optima Health', 'HealthKeepers, Inc.']"
"Humboldt, IA",1,['Coventry Health Care of Iowa Inc.']
"Mercer, NJ",4,"['AmeriHealth New Jersey', 'Health Republic Insurance of New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey', 'UnitedHealthcare Oxford']"
"Jackson, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Dunn, ND",2,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Mercer, ND",3,"['Sanford Health Plan', 'Medica', 'Blue Cross Blue Shield of North Dakota']"
"Jones, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Lee, MS",2,"['UnitedHealthcare', 'Ambetter from Magnolia Health']"
"Bay, FL",3,"['Florida Blue (BlueCross BlueShield FL)', 'UnitedHealthcare', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Brookings, SD",3,"['DAKOTACARE', 'Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Colquitt, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Sullivan, TN",1,['BlueCross BlueShield of Tennessee']
"Randolph, IL",4,"['Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Webb, TX",2,"['Blue Cross and Blue Shield of Texas', 'Molina Marketplace']"
"Box Butte, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Sevier, AR",4,"['QualChoice Health Insurance', 'QC Life and Health', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas']"
"Carroll, VA",3,"['Optima Health', 'HealthKeepers, Inc.', 'Aetna Life Insurance Company']"
"Jefferson, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Latimer, OK",1,['Blue Cross and Blue Shield of Oklahoma']
"Lincoln, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Jack, TX",1,['Blue Cross and Blue Shield of Texas']
"Hot Spring, AR",4,"['QC Life and Health', 'Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Eureka, NV",2,"['HMO Colorado Inc dba HMO NV(Anthem BCBS)', 'Nevada Health CO-OP']"
"Hamilton, TX",3,"['Scott and White Health Plan', 'Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Franklin, PA",5,"['Capital BlueCross', 'Highmark Health Insurance Company', 'Highmark Inc.', 'Keystone Health Plan Central, A Capital BlueCross Company', 'HealthAmerica Pennsylvania, Inc.']"
"Pennington, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Buchanan, MO",1,['Blue Cross and Blue Shield of Kansas City']
"Pickens, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Ben Hill, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Marion, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Marion, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Monroe, TN",2,"['BlueCross BlueShield of Tennessee', 'Humana, Inc.']"
"Mitchell, NC",3,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare', 'Coventry Health Care of the Carolinas, Inc.']"
"Freestone, TX",3,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan', 'FirstCare Health Plans']"
"Van Zandt, TX",1,['Blue Cross and Blue Shield of Texas']
"Alexander, IL",4,"['Blue Cross and Blue Shield of Illinois', 'Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Baker, FL",3,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'UnitedHealthcare']"
"Malheur, OR",7,"['LifeWise Health Plan of Oregon', 'PacificSource Health Plans', 'Health Republic', 'BridgeSpan Health Company', 'Moda Health Plan, Inc.', ""Oregon's Health CO-OP"", 'Providence Health Plan']"
"Duval, TX",1,['Blue Cross and Blue Shield of Texas']
"Ziebach, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Cabarrus, NC",3,"['UnitedHealthcare', 'Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC']"
"Florence, WI",2,"['Molina Marketplace', 'UnitedHealthcare']"
"Hampton city, VA",3,"['Optima Health', 'Aetna Life Insurance Company', 'HealthKeepers, Inc.']"
"Nye, NV",3,"['HMO Colorado Inc dba HMO NV(Anthem BCBS)', 'Health Plan of Nevada, Inc.', 'Nevada Health CO-OP']"
"Denton, TX",4,"['UnitedHealthcare', 'Aetna', 'Cigna Healthcare', 'Blue Cross and Blue Shield of Texas']"
"Lawrence, OH",4,"['Aetna', 'InHealth Mutual', 'Anthem Blue Cross and Blue Shield', 'MedMutual']"
"Blaine, OK",2,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth']"
"Effingham, IL",4,"['Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Coventry Health Care']"
"Henderson, NC",3,"['Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Chippewa, MI",3,"['Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan']"
"Cleburne, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Victoria, TX",1,['Blue Cross and Blue Shield of Texas']
"Baraga, MI",2,"['Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan']"
"Hall, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"McMinn, TN",2,"['BlueCross BlueShield of Tennessee', 'Cigna Healthcare']"
"Chicot, AR",4,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance', 'Ambetter of Arkansas', 'QC Life and Health']"
"Jefferson Davis, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Winn, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan', 'UnitedHealthcare']"
"Kingfisher, OK",2,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth']"
"Tillamook, OR",7,"['BridgeSpan Health Company', 'Providence Health Plan', 'PacificSource Health Plans', ""Oregon's Health CO-OP"", 'LifeWise Health Plan of Oregon', 'Moda Health Plan, Inc.', 'Health Republic']"
"Cleburne, AR",4,"['QC Life and Health', 'Ambetter of Arkansas', 'QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Monroe, FL",2,"['Cigna Healthcare', 'Florida Blue (BlueCross BlueShield FL)']"
"Ripley, IN",2,"['UnitedHealthcare', 'Anthem Blue Cross and Blue Shield']"
"Chester, PA",3,"['Aetna', 'UnitedHealthcare', 'Independence Blue Cross']"
"Walthall, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Outagamie, WI",7,"['Molina Marketplace', 'Common Ground Healthcare Cooperative', 'Dean Health Plan', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'Ambetter from MHS Health Wisconsin', 'Arise Health Plan']"
"Watauga, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Haskell, KS",3,"['Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Roosevelt, NM",5,"['Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.', 'CHRISTUS Health Plan NM', 'Blue Cross and Blue Shield of New Mexico', 'New Mexico Health Connections']"
