County,Number of Issuers,Issuers
"Logan, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Jim Hogg, TX",1,['Blue Cross Blue Shield of Texas']
"Parker, TX",3,"['Blue Cross Blue Shield of Texas', 'Cigna Healthcare', 'Aetna']"
"DeSoto, FL",2,"['Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Osceola, IA",3,"['Avera Health Plans, Inc.', 'Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Lancaster, VA",3,"['Optima Health Plan', 'Aetna Life Insurance Company', 'HealthKeepers, Inc.']"
"York, VA",3,"['Aetna Life Insurance Company', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Crawford, AR",3,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas']"
"West Feliciana, LA",4,"['HMO Louisiana', 'Vantage Health Plan, Inc.', 'Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative']"
"Izard, AR",2,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Renville, ND",2,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Knox, TN",3,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company', 'Community Health Alliance']"
"Franklin, ID",4,"['PacificSource Health Plans', 'Blue Cross of Idaho', 'BridgeSpan Health Company', 'SelectHealth']"
"Lumpkin, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Alliant Health Plans']"
"Vermilion, LA",2,"['Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana']"
"Boise, ID",4,"['SelectHealth', 'BridgeSpan Health Company', 'PacificSource Health Plans', 'Blue Cross of Idaho']"
"Colonial Heights city, VA",3,"['Aetna Life Insurance Company', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Jefferson, WI",6,"['Group Health Cooperative- SCW', 'MercyCare HMO, Inc.', 'Unity Health Insurance', 'Molina Healthcare of Wisconsin, Inc.', 'Dean Health Plan', 'Anthem Blue Cross and Blue Shield']"
"Mercer, IL",4,"['Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Platte, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Monona, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Ellis, KS",3,"['Coventry Health Care Of Kansas Inc', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Huron, MI",5,"['Blue Cross Blue Shield of Michigan', 'McLaren Health Plan', 'HAP', 'Blue Care Network of Michigan', 'Priority Health']"
"Osage, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health Care Of Kansas Inc', 'Coventry Health and Life']"
"Barton, MO",2,"['Coventry Health and Life', 'Anthem Blue Cross and Blue Shield']"
"Newberry, SC",4,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', 'Coventry Health Care of the Carolinas, Inc.']"
"Meigs, TN",2,"['Cigna Healthcare', 'BlueCross BlueShield of Tennessee']"
"Seminole, GA",1,['Blue Cross and Blue Shield of Georgia']
"Crockett, TN",2,"['Community Health Alliance', 'BlueCross BlueShield of Tennessee']"
"Lenoir, NC",1,['Blue Cross and Blue Shield of NC']
"Dorchester, SC",4,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan"", 'Coventry Health Care of the Carolinas, Inc.']"
"Humphreys, TN",2,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Pickens, GA",4,"['Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Permanente', 'Blue Cross and Blue Shield of Georgia']"
"Crockett, TX",2,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan']"
"Davie, NC",1,['Blue Cross and Blue Shield of NC']
"Muscatine, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Clarke, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Jackson, LA",3,"['Vantage Health Plan, Inc.', 'Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana']"
"Washington, UT",4,"['Arches Health Plan', 'Altius Health Plans Inc.', 'BridgeSpan Health Company', 'SelectHealth']"
"Deaf Smith, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Fountain, IN",3,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield', 'PHP']"
"Decatur, IN",2,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Turner, GA",1,['Blue Cross and Blue Shield of Georgia']
"Gage, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'CoOportunity Health', 'Coventry Health Care of Nebraska Inc.']"
"St. John the Baptist, LA",4,"['Louisiana Health Cooperative', 'HMO Louisiana', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan, Inc.']"
"Decatur, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Garfield, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'CoOportunity Health']"
"Fannin, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Baker, GA",1,['Blue Cross and Blue Shield of Georgia']
"Clarke, GA",3,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.', 'Ambetter from Peach State Health Plan']"
"Clark, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Lebanon, PA",7,"['Geisinger Health Plan', 'Highmark Health Insurance Company', 'Highmark Inc.', 'Geisinger Choice', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Capital BlueCross', 'HealthAmerica Pennsylvania, Inc.']"
"Carter, TN",1,['BlueCross BlueShield of Tennessee']
"Cass, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Cass, MI",3,"['Priority Health', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan']"
"Holt, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'CoOportunity Health', 'Coventry Health Care of Nebraska Inc.']"
"Henry, VA",4,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Aetna Life Insurance Company']"
"Alcona, MI",3,"['Blue Cross Blue Shield of Michigan', 'Priority Health', 'Blue Care Network of Michigan']"
"Carson, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Piscataquis, ME",2,"['Anthem Blue Cross and Blue Shield', 'Maine Community Health Options']"
"Pike, IN",1,['Anthem Blue Cross and Blue Shield']
"Sac, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Union, SC",3,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan']"
"Union, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Jasper, SC",3,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan""]"
"Guadalupe, TX",3,"['CommunityFirst', 'Aetna', 'Blue Cross Blue Shield of Texas']"
"Brown, NE",3,"['Coventry Health Care of Nebraska Inc.', 'CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska']"
"Chippewa, WI",2,"['Security Health Plan', 'Health Tradition Health Plan']"
"Clayton, IA",3,"['CoOportunity Health', 'Gundersen Health Plan, Inc.', 'Coventry Health Care of Iowa Inc.']"
"Greenlee, AZ",6,"['MERITUS MUTUAL HEALTH PARTNERS', 'Cigna Healthcare', 'Health Net Life Insurance Company', 'University of Arizona Health Plans - University Healthcare Marketplace', 'Blue Cross Blue Shield of Arizona, Inc.', 'Aetna']"
"Anderson, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Desha, AR",1,['Arkansas Blue Cross and Blue Shield']
"Johnson, IN",2,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Seneca, OH",4,"['Paramount Insurance Company', 'MedMutual', 'HealthSpan', 'Anthem Blue Cross and Blue Shield']"
"Pickett, TN",1,['BlueCross BlueShield of Tennessee']
"York, SC",3,"['BlueChoice HealthPlan', ""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina']"
"Franklin, LA",3,"['Vantage Health Plan, Inc.', 'Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana']"
"Tift, GA",1,['Blue Cross and Blue Shield of Georgia']
"Bertie, NC",1,['Blue Cross and Blue Shield of NC']
"Black Hawk, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"La Salle, LA",3,"['Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan, Inc.']"
"Montgomery, OH",6,"['Anthem Blue Cross and Blue Shield', 'Humana Health Plan of Ohio, Inc.', 'MedMutual', 'MOLINA HEALTHCARE OF OHIO', 'HealthSpan', 'CareSource']"
"Juneau City and, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health Plan, Inc.']"
"Walker, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Huntingdon, PA",6,"['Highmark Inc.', 'Geisinger Choice', 'UPMC Health Plan', 'Geisinger Health Plan', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Health Insurance Company']"
"Allegheny, PA",4,"['UPMC Health Plan', 'Highmark Inc.', 'Highmark Health Insurance Company', 'HealthAmerica Pennsylvania, Inc.']"
"DeKalb, AL",1,['Blue Cross and Blue Shield of Alabama']
"Whiteside, IL",4,"['Coventry Health Care', 'Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Wayne, OH",5,"['SummaCare Inc', 'Anthem Blue Cross and Blue Shield', 'MedMutual', 'Kaiser Permanente', 'CareSource']"
"McHenry, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica Health Plans', 'Sanford Health Plan']"
"Hyde, NC",1,['Blue Cross and Blue Shield of NC']
"Stephens, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Guernsey, OH",2,"['MedMutual', 'Anthem Blue Cross and Blue Shield']"
"Palo Alto, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Barnes, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Whitley, IN",3,"['Anthem Blue Cross and Blue Shield', 'PHP', 'Ambetter from MHS']"
"Valencia, NM",4,"['Presbyterian Health Plan', 'Blue Cross Blue Shield of New Mexico', 'Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections']"
"Brantley, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Kendall, TX",2,"['Aetna', 'Blue Cross Blue Shield of Texas']"
"Jim Wells, TX",2,"['Humana Health Plan of Texas, Inc.', 'Blue Cross Blue Shield of Texas']"
"Galax city, VA",3,"['Optima Health Plan', 'Aetna Life Insurance Company', 'HealthKeepers, Inc.']"
"Skagway, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Hampshire, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Colbert, AL",1,['Blue Cross and Blue Shield of Alabama']
"Sioux, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'CoOportunity Health']"
"Suffolk city, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Harrison, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Lincoln, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Haywood, TN",4,"['BlueCross BlueShield of Tennessee', 'Cigna Healthcare', 'Community Health Alliance', 'Humana Insurance Company']"
"Douglas, WI",1,['Security Health Plan']
"Troup, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Lincoln, ME",2,"['Maine Community Health Options', 'Anthem Blue Cross and Blue Shield']"
"Boone, AR",3,"['Ambetter of Arkansas', 'QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Juneau, WI",4,"['Security Health Plan', 'Health Tradition Health Plan', 'Dean Health Plan', 'Gundersen Health Plan, Inc.']"
"Morton, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Polk, AR",3,"['Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas', 'QualChoice Health Insurance']"
"Lincoln, MS",1,['Humana Insurance Company']
"Lincoln, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross Blue Shield of Montana']"
"Harrison, MS",1,['Ambetter from Magnolia Health Plan']
"Hamilton, OH",7,"['Anthem Blue Cross and Blue Shield', 'MedMutual', 'HealthSpan', 'Ambetter from Buckeye Community Health Plan', 'MOLINA HEALTHCARE OF OHIO', 'CareSource', 'Humana Health Plan of Ohio, Inc.']"
"Lyon, IA",3,"['Coventry Health Care of Iowa Inc.', 'Avera Health Plans, Inc.', 'CoOportunity Health']"
"St. Bernard, LA",4,"['Blue Cross Blue Shield of Louisiana', 'HMO Louisiana', 'Louisiana Health Cooperative', 'Vantage Health Plan, Inc.']"
"Yuma, AZ",6,"['Aetna', 'Health Net Life Insurance Company', 'Cigna Healthcare', 'Blue Cross Blue Shield of Arizona, Inc.', 'MERITUS MUTUAL HEALTH PARTNERS', 'University of Arizona Health Plans - University Healthcare Marketplace']"
"Cherokee, SC",3,"['BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Venango, PA",4,"['Highmark Inc.', 'HealthAmerica Pennsylvania, Inc.', 'UPMC Health Plan', 'Highmark Health Insurance Company']"
"Kleberg, TX",2,"['Blue Cross Blue Shield of Texas', 'Humana Health Plan of Texas, Inc.']"
"Graham, NC",1,['Blue Cross and Blue Shield of NC']
"Loup, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Gates, NC",1,['Blue Cross and Blue Shield of NC']
"Anchorage, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Prairie, MT",3,"['PacificSource Health Plans', 'Montana Health Cooperative', 'Blue Cross Blue Shield of Montana']"
"Newton, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health and Life']"
"Putnam, OH",4,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'HealthSpan', 'Paramount Insurance Company']"
"Newton, MS",1,['Ambetter from Magnolia Health Plan']
"Uintah, UT",4,"['Arches Health Plan', 'Altius Health Plans Inc.', 'BridgeSpan Health Company', 'SelectHealth']"
"Shelby, OH",3,"['Anthem Blue Cross and Blue Shield', 'MedMutual', 'HealthSpan']"
"Okeechobee, FL",2,"['Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Richland, OH",3,"['MedMutual', 'Paramount Insurance Company', 'Anthem Blue Cross and Blue Shield']"
"Jefferson, AR",1,['Arkansas Blue Cross and Blue Shield']
"Wilson, TX",2,"['Aetna', 'Blue Cross Blue Shield of Texas']"
"Fairfax city, VA",4,"['Kaiser Permanente', 'Innovation Health Insurance Company', 'CareFirst BlueChoice, Inc.', 'Group Hospitalization and Medical Services Inc.']"
"Jefferson, AL",2,"['Blue Cross and Blue Shield of Alabama', 'Humana Insurance Company']"
"Shenandoah, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Calhoun, MS",1,['Ambetter from Magnolia Health Plan']
"Des Moines, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Tyler, TX",2,"['Blue Cross Blue Shield of Texas', 'Aetna']"
"Allen, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Walworth, SD",3,"['Sanford Health Plan', 'Avera Health Plans, Inc.', 'DAKOTACARE']"
"La Crosse, WI",2,"['Gundersen Health Plan, Inc.', 'Health Tradition Health Plan']"
"Attala, MS",1,['Humana Insurance Company']
"Morgan, TN",3,"['Community Health Alliance', 'BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"Custer, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross Blue Shield of Montana']"
"Prince William, VA",4,"['Kaiser Permanente', 'CareFirst BlueChoice, Inc.', 'Group Hospitalization and Medical Services Inc.', 'HealthKeepers, Inc.']"
"Galveston, TX",4,"['Community Health Choice', 'Aetna', 'Blue Cross Blue Shield of Texas', 'Cigna Healthcare']"
"Chowan, NC",1,['Blue Cross and Blue Shield of NC']
"Sagadahoc, ME",2,"['Maine Community Health Options', 'Anthem Blue Cross and Blue Shield']"
"Union, AR",1,['Arkansas Blue Cross and Blue Shield']
"Clarke, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Humboldt, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Mercer, NJ",3,"['AmeriHealth New Jersey', 'Health Republic Insurance of New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey']"
"Jackson, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Dunn, ND",2,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Mercer, ND",3,"['Sanford Health Plan', 'Medica Health Plans', 'Blue Cross Blue Shield of North Dakota']"
"Jones, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Lee, MS",1,['Ambetter from Magnolia Health Plan']
"Bay, FL",1,['Florida Blue (BlueCross BlueShield FL)']
"Brookings, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Colquitt, GA",1,['Blue Cross and Blue Shield of Georgia']
"Sullivan, TN",1,['BlueCross BlueShield of Tennessee']
"Randolph, IL",4,"['Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Webb, TX",2,"['Blue Cross Blue Shield of Texas', 'Molina Marketplace']"
"Box Butte, NE",3,"['Coventry Health Care of Nebraska Inc.', 'CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska']"
"Sevier, AR",1,['Arkansas Blue Cross and Blue Shield']
"Carroll, VA",2,"['HealthKeepers, Inc.', 'Aetna Life Insurance Company']"
"Jefferson, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Latimer, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"Lincoln, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Jack, TX",1,['Blue Cross Blue Shield of Texas']
"Hot Spring, AR",2,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Hamilton, TX",3,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Franklin, PA",5,"['Capital BlueCross', 'Highmark Health Insurance Company', 'Highmark Inc.', 'Keystone Health Plan Central, A Capital BlueCross Company', 'HealthAmerica Pennsylvania, Inc.']"
"Pennington, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Buchanan, MO",1,['Blue Cross and Blue Shield of Kansas City']
"Bonner, ID",3,"['BridgeSpan Health Company', 'PacificSource Health Plans', 'Blue Cross of Idaho']"
"Ben Hill, GA",1,['Blue Cross and Blue Shield of Georgia']
"Marion, MS",1,['Humana Insurance Company']
"Marion, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Monroe, TN",3,"['Community Health Alliance', 'BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"Mitchell, NC",2,"['Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Freestone, TX",3,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan', 'FirstCare Health Plans']"
"Van Zandt, TX",1,['Blue Cross Blue Shield of Texas']
"Alexander, IL",3,"['Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Baker, FL",2,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)']"
"Duval, TX",1,['Blue Cross Blue Shield of Texas']
"Ziebach, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Cabarrus, NC",2,"['Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC']"
