County,Number of Issuers,Issuers
"Salt Lake, UT",4,"['University of Utah Health Insurance Plans', 'Molina Healthcare of Utah', 'SelectHealth', 'Humana Medical Plan of Utah, Inc.']"
"Fayette, OH",3,"['CareSource', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio']"
"Franklin, MS",2,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company']"
"Clay, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Ashland, WI",2,"['Medica Health Plans of Wisconsin', 'Security Health Plan of Wisconsin, Inc.']"
"Stephens, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Franklin, ME",2,"['Harvard Pilgrim  Health Care Inc.', 'Anthem Health Plans of ME(Anthem BCBS)']"
"Ness, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Santa Cruz, AZ",1,"['Blue Cross and Blue Shield of Arizona, Inc.']"
"Franklin, MO",2,"['Healthy Alliance Life Co(Anthem BCBS)', 'Cigna Health and Life Insurance Company']"
"Platte, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Guilford, NC",1,['Blue Cross and Blue Shield of NC']
"Todd, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"De Soto, LA",3,"['Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.']"
"Arenac, MI",6,"['Priority Health Insurance Company (PHIC)', 'McLaren Health Plan Community', 'Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Alliance Health and Life Insurance Company', 'Blue Care Network of Michigan']"
"Paulding, GA",3,"['Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Jones, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Kenosha, WI",3,"['WPS Health Plan, Inc.', 'Common Ground Healthcare Cooperative', 'Molina Healthcare of Wisconsin, Inc.']"
"St. Louis, MO",2,"['Cigna Health and Life Insurance Company', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Pike, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Hidalgo, NM",3,"['CHRISTUS Health Plan', 'New Mexico Health Connections', 'Molina Health Care of New Mexico, Inc.']"
"Canadian, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Linn, OR",5,"['Providence Health Plan', 'PacificSource Health Plans', 'BridgeSpan Health Company', 'Moda Health Plan, Inc.', 'Kaiser Foundation Healthplan of the NW']"
"Loudon, TN",2,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"McIntosh, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"Mills, TX",4,"['Insurance Company of Scott & White', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Trumbull, OH",6,"['Community Insurance Company(Anthem BCBS)', 'HealthSpan', 'CareSource', 'Summa Insurance Company, Inc.', 'Medical Health Insuring Corp. of Ohio', 'MOLINA HEALTHCARE OF OHIO']"
"Guthrie, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Towner, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Pulaski, IN",6,"['MDwise Marketplace, Inc.', 'Celtic Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.', 'Indiana University Health Plans, Inc.']"
"Mineral, MT",3,"['PacificSource Health Plans', 'Montana Health Cooperative', 'Blue Cross and Blue Shield of Montana']"
"Berks, PA",6,"['Keystone Health Plan Central', 'Geisinger Health Plan', 'Geisinger Quality Options', 'Capital Advantage Assurance Company', 'Highmark Select Resources Inc.', 'Highmark Health Insurance Company']"
"Alachua, FL",2,"['Health Options, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Barbour, AL",1,['Blue Cross and Blue Shield of Alabama']
"Radford city, VA",3,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Aetna Life Insurance Company']"
"Morgan, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Morgan, IN",4,"['MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'Indiana University Health Plans, Inc.']"
"Cheyenne, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Georgetown, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Hall, GA",4,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia', 'Humana Employers Health Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Chester, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Tulsa, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Labette, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Darlington, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Reagan, TX",4,"['Insurance Company of Scott & White', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Webster, LA",3,"['Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.']"
"Hardee, FL",1,['Blue Cross and Blue Shield of Florida']
"Roane, TN",2,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"Seward, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Starke, IN",5,"['Indiana University Health Plans, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.', 'CareSource Indiana, Inc.', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Independence, AR",4,"['QCA Health Plan, Inc.', 'USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company']"
"Knox, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Garvin, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Cherokee, NC",1,['Blue Cross and Blue Shield of NC']
"Zavala, TX",1,['Blue Cross Blue Shield of Texas']
"Logan, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Jim Hogg, TX",1,['Blue Cross Blue Shield of Texas']
"Parker, TX",1,['Blue Cross Blue Shield of Texas']
"DeSoto, FL",2,"['Health Options, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Osceola, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Lancaster, VA",3,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Aetna Life Insurance Company']"
"York, VA",3,"['Aetna Life Insurance Company', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Crawford, AR",4,"['Celtic Insurance Company', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.']"
"West Feliciana, LA",3,"['Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.']"
"Izard, AR",4,"['USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company', 'QCA Health Plan, Inc.']"
"Renville, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"Knox, TN",2,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"Macomb, MI",10,"['Priority Health', 'Total Health Care USA, Inc.', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Alliance Health and Life Insurance Company', 'McLaren Health Plan Community', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Molina Healthcare of Michigan, Inc.', 'Harbor Health Plan, Inc.', 'Health Alliance Plan (HAP)']"
"Lumpkin, GA",3,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Vermilion, LA",3,"['HMO Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.']"
"Colonial Heights city, VA",3,"['Optima Health Plan', 'UnitedHealthcare of the Mid-Atlantic Inc', 'HealthKeepers, Inc.']"
"Jefferson, WI",6,"['Group Health Cooperative- SCW', 'Physicians Plus Insurance Corporation', 'Unity Health Plans Insurance Corporation', 'Molina Healthcare of Wisconsin, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Dean Health Plan']"
"Mercer, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Platte, WY",1,['Blue Cross Blue Shield of Wyoming']
"Monona, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Ellis, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Huron, MI",6,"['McLaren Health Plan Community', 'Alliance Health and Life Insurance Company', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Priority Health']"
"Osage, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Barton, MO",2,"['Coventry Health and Life', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Newberry, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Meigs, TN",1,['BlueCross BlueShield of Tennessee']
"Seminole, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Crockett, TN",1,['BlueCross BlueShield of Tennessee']
"Lenoir, NC",1,['Blue Cross and Blue Shield of NC']
"Dorchester, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Humphreys, TN",1,['BlueCross BlueShield of Tennessee']
"Pickens, GA",4,"['Kaiser Foundation Health Plan of Georgia', 'Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Crockett, TX",3,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan', 'Insurance Company of Scott & White']"
"Davie, NC",1,['Blue Cross and Blue Shield of NC']
"Muscatine, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Clarke, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Jackson, LA",3,"['HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Washington, UT",1,['SelectHealth']
"Deaf Smith, TX",3,"['Prominence HealthFirst of Texas, Inc.', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Fountain, IN",4,"['MDwise Marketplace, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Decatur, IN",4,"['CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.', 'Southeastern Indiana Health Organization']"
"Turner, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Gage, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"St. John the Baptist, LA",3,"['Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.', 'HMO Louisiana, Inc.']"
"Decatur, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Garfield, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Fannin, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Baker, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Clarke, GA",3,"['Ambetter of Peach State Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Clark, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Lebanon, PA",6,"['Geisinger Health Plan', 'Highmark Select Resources Inc.', 'Capital Advantage Assurance Company', 'Keystone Health Plan Central', 'Highmark Health Insurance Company', 'Geisinger Quality Options']"
"Carter, TN",2,"['Cigna Health and Life Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Cass, MO",3,"['Blue Cross and Blue Shield of Kansas City', 'Humana Insurance Company', 'Coventry Health and Life']"
"Cass, MI",4,"['Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health', 'Blue Care Network of Michigan']"
"Holt, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Henry, VA",3,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc']"
"Alcona, MI",5,"['Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health', 'McLaren Health Plan Community', 'Blue Care Network of Michigan', 'Priority Health Insurance Company (PHIC)']"
"Carson, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Piscataquis, ME",2,"['Harvard Pilgrim  Health Care Inc.', 'Anthem Health Plans of ME(Anthem BCBS)']"
"Pike, IN",4,"['CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.', 'Indiana University Health Plans, Inc.']"
"Sac, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Union, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Union, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Jasper, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Guadalupe, TX",2,"['Community First Health Plans, Inc.', 'Blue Cross Blue Shield of Texas']"
"Brown, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Chippewa, WI",3,"['Security Health Plan of Wisconsin, Inc.', 'Medica Health Plans of Wisconsin', 'Health Tradition Health Plan']"
"Clayton, IA",3,"['Gundersen Health Plan, Inc.', 'Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Greenlee, AZ",1,"['Blue Cross and Blue Shield of Arizona, Inc.']"
"Anderson, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Wasco, OR",4,"['Moda Health Plan, Inc.', 'PacificSource Health Plans', 'BridgeSpan Health Company', 'Providence Health Plan']"
"Desha, AR",4,"['Celtic Insurance Company', 'QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company']"
"Johnson, IN",5,"['Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'Celtic Insurance Company', 'MDwise Marketplace, Inc.']"
"Seneca, OH",4,"['Paramount Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'HealthSpan', 'Medical Health Insuring Corp. of Ohio']"
"Pickett, TN",1,['BlueCross BlueShield of Tennessee']
"York, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Franklin, LA",3,"['Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.']"
"Tift, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Bertie, NC",1,['Blue Cross and Blue Shield of NC']
"Black Hawk, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"La Salle, LA",3,"['Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.']"
"Montgomery, OH",8,"['Premier Health Plan, Inc.', 'Medical Health Insuring Corp. of Ohio', 'Humana Health Plan of Ohio, Inc.', 'Buckeye Community Health Plan', 'MOLINA HEALTHCARE OF OHIO', 'HealthSpan', 'CareSource', 'Community Insurance Company(Anthem BCBS)']"
"Juneau City and, AK",1,['Premera Blue Cross Blue Shield of Alaska']
"Lander, NV",2,"['Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield', 'HMO Colorado, Inc., dba HMO Nevada']"
"Walker, GA",2,"['Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Huntingdon, PA",4,"['Geisinger Quality Options', 'Geisinger Health Plan', 'UPMC Health Options, Inc.', 'Highmark Health Insurance Company']"
"Allegheny, PA",3,"['Highmark Inc.', 'Highmark Health Insurance Company', 'UPMC Health Options, Inc.']"
"DeKalb, AL",1,['Blue Cross and Blue Shield of Alabama']
"Whiteside, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Wayne, OH",6,"['HealthSpan Integrated Care', 'AultCare Insurance Company', 'Summa Insurance Company, Inc.', 'Medical Health Insuring Corp. of Ohio', 'CareSource', 'Community Insurance Company(Anthem BCBS)']"
"McHenry, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica Health Plans', 'Sanford Health Plan']"
"Hyde, NC",1,['Blue Cross and Blue Shield of NC']
"Stephens, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Guernsey, OH",3,"['Medical Health Insuring Corp. of Ohio', 'HealthSpan', 'Community Insurance Company(Anthem BCBS)']"
"Palo Alto, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Barnes, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Whitley, IN",4,"['MDwise Marketplace, Inc.', 'Celtic Insurance Company', 'Physicians Health Plan of Northern Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Valencia, NM",3,"['CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections']"
"Brantley, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Kendall, TX",2,"['Celtic Insurance Company', 'Blue Cross Blue Shield of Texas']"
"Jim Wells, TX",3,"['CHRISTUS Health Plan', 'Humana Health Plan of Texas, Inc.', 'Blue Cross Blue Shield of Texas']"
"Galax city, VA",3,"['Optima Health Plan', 'Aetna Life Insurance Company', 'HealthKeepers, Inc.']"
"Skagway, AK",1,['Premera Blue Cross Blue Shield of Alaska']
"Hampshire, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Colbert, AL",1,['Blue Cross and Blue Shield of Alabama']
"Sioux, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Suffolk city, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Harrison, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Lincoln, MO",2,"['Healthy Alliance Life Co(Anthem BCBS)', 'Cigna Health and Life Insurance Company']"
"Haywood, TN",3,"['Cigna Health and Life Insurance Company', 'Humana Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Douglas, WI",2,"['Security Health Plan of Wisconsin, Inc.', 'Medica Health Plans of Wisconsin']"
"Troup, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Lincoln, ME",2,"['Anthem Health Plans of ME(Anthem BCBS)', 'Harvard Pilgrim  Health Care Inc.']"
